account_id,customer_id,product_id,account_status,opened_at,current_balance,currency
ACCT0000750,CUST000371,PRD002,active,2023-02-05,-11083.26,CAD
ACCT0000751,CUST000372,PRD001,active,2022-11-22,-5040.42,CAD
ACCT0000752,CUST000372,PRD007,closed,2024-06-22,10396.06,CAD
ACCT0000753,CUST000372,PRD005,active,2021-07-03,5698.42,CAD
ACCT0000754,CUST000373,PRD002,closed,2022-03-15,19670.52,CAD
ACCT0000755,CUST000374,PRD007,active,2025-10-17,5367.49,CAD
ACCT0000756,CUST000375,PRD001,active,2025-09-26,39404.78,CAD
ACCT0000757,CUST000376,PRD003,active,2022-07-06,12666.47,CAD
ACCT0000758,CUST000376,PRD002,closed,2022-09-13,8810.45,CAD
ACCT0000759,CUST000377,PRD004,active,2024-09-09,4229.47,CAD
ACCT0000760,CUST000377,PRD002,active,2022-12-06,15253.87,CAD
ACCT0000761,CUST000378,PRD007,active,2022-08-09,695.47,CAD
ACCT0000762,CUST000378,PRD006,active,2024-09-10,8025.12,CAD
ACCT0000763,CUST000379,PRD003,active,2025-10-05,38501.06,CAD
ACCT0000764,CUST000380,PRD004,active,2021-07-28,5299.25,CAD
ACCT0000765,CUST000380,PRD002,active,2023-09-10,20865.92,CAD
ACCT0000766,CUST000381,PRD005,active,2021-09-01,2289.71,CAD
ACCT0000767,CUST000381,PRD003,active,2021-12-17,6062.64,CAD
ACCT0000768,CUST000382,PRD001,active,2023-10-16,28635.01,CAD
ACCT0000769,CUST000383,PRD005,dormant,2025-06-16,1337.09,CAD
ACCT0000770,CUST000383,PRD002,active,2022-03-31,29155.61,CAD
ACCT0000771,CUST000384,PRD006,active,2026-04-12,15346.9,CAD
ACCT0000772,CUST000384,PRD003,active,2023-02-09,530.83,CAD
ACCT0000773,CUST000384,PRD002,active,2024-09-26,14405.1,CAD
ACCT0000774,CUST000384,PRD004,active,2021-09-18,18656.93,CAD
ACCT0000775,CUST000385,PRD006,active,2022-11-08,14272.62,CAD
ACCT0000776,CUST000386,PRD003,active,2021-08-19,13127.81,CAD
ACCT0000777,CUST000386,PRD001,active,2023-02-22,-2589.21,CAD
ACCT0000778,CUST000387,PRD003,active,2026-03-08,3406.02,CAD
ACCT0000779,CUST000387,PRD006,active,2023-08-31,5569.58,CAD
ACCT0000780,CUST000388,PRD005,dormant,2022-08-02,14258.4,CAD
ACCT0000781,CUST000388,PRD004,active,2021-07-11,8721.26,CAD
ACCT0000782,CUST000389,PRD006,active,2026-04-14,10191.8,CAD
ACCT0000783,CUST000389,PRD001,active,2024-08-14,11252.47,CAD
ACCT0000784,CUST000390,PRD001,dormant,2024-01-19,14132.32,CAD
ACCT0000785,CUST000391,PRD006,active,2022-10-07,13497.38,CAD
ACCT0000786,CUST000392,PRD005,active,2025-06-26,20009.76,CAD
ACCT0000787,CUST000392,PRD006,active,2025-04-24,16924.03,CAD
ACCT0000788,CUST000393,PRD004,active,2025-02-27,12239.75,CAD
ACCT0000789,CUST000393,PRD002,active,2022-07-20,5622.93,CAD
ACCT0000790,CUST000394,PRD003,active,2022-05-19,14262.01,CAD
ACCT0000791,CUST000394,PRD004,dormant,2025-08-27,11870.23,CAD
ACCT0000792,CUST000395,PRD001,active,2024-01-20,9096.1,CAD
ACCT0000793,CUST000395,PRD006,active,2022-08-13,9894.74,CAD
ACCT0000794,CUST000396,PRD001,closed,2021-11-27,-9459.36,CAD
ACCT0000795,CUST000396,PRD002,active,2025-06-25,-7013.21,CAD
ACCT0000796,CUST000397,PRD004,active,2025-11-27,19664.41,CAD
ACCT0000797,CUST000398,PRD002,active,2025-07-06,6005.56,CAD
ACCT0000798,CUST000399,PRD004,active,2023-08-15,15018.76,CAD
ACCT0000799,CUST000400,PRD002,active,2026-04-15,6853.98,CAD
ACCT0000800,CUST000401,PRD003,active,2025-07-02,6871.95,CAD
ACCT0000801,CUST000402,PRD004,active,2026-03-18,18228.55,CAD
ACCT0000802,CUST000402,PRD007,active,2024-06-30,49.44,CAD
ACCT0000803,CUST000402,PRD005,active,2022-12-05,7701.51,CAD
ACCT0000804,CUST000403,PRD003,closed,2024-12-10,721.56,CAD
ACCT0000805,CUST000403,PRD007,active,2021-12-27,1068.8,CAD
ACCT0000806,CUST000404,PRD005,active,2023-04-08,2635.35,CAD
ACCT0000807,CUST000405,PRD006,active,2021-06-28,9276.67,CAD
ACCT0000808,CUST000406,PRD005,dormant,2026-02-08,515.64,CAD
ACCT0000809,CUST000406,PRD007,active,2023-12-08,22196.95,CAD
ACCT0000810,CUST000407,PRD006,closed,2025-10-07,4682.59,CAD
ACCT0000811,CUST000407,PRD005,active,2022-01-03,4164.1,CAD
ACCT0000812,CUST000407,PRD007,active,2022-01-02,1003.36,CAD
ACCT0000813,CUST000407,PRD002,active,2025-10-26,24587.22,CAD
ACCT0000814,CUST000408,PRD002,active,2025-06-14,8956.93,CAD
ACCT0000815,CUST000409,PRD005,active,2024-05-12,19398.06,CAD
ACCT0000816,CUST000409,PRD006,active,2024-10-01,12069.5,CAD
ACCT0000817,CUST000409,PRD003,active,2022-02-12,9838.13,CAD
ACCT0000818,CUST000410,PRD006,active,2025-07-11,17620.38,CAD
ACCT0000819,CUST000410,PRD005,active,2024-07-06,7528.55,CAD
ACCT0000820,CUST000411,PRD006,closed,2023-12-05,19818.5,CAD
ACCT0000821,CUST000412,PRD007,active,2025-01-05,33.89,CAD
ACCT0000822,CUST000412,PRD003,active,2023-09-25,24116.84,CAD
ACCT0000823,CUST000412,PRD001,active,2023-07-23,35236.23,CAD
ACCT0000824,CUST000413,PRD007,active,2022-02-27,1964.52,CAD
ACCT0000825,CUST000414,PRD005,active,2025-07-16,931.22,CAD
ACCT0000826,CUST000414,PRD006,active,2023-06-03,24667.31,CAD
ACCT0000827,CUST000415,PRD003,active,2023-12-26,26244.65,CAD
ACCT0000828,CUST000416,PRD003,active,2021-08-11,35.75,CAD
ACCT0000829,CUST000416,PRD007,active,2022-07-25,1247.66,CAD
ACCT0000830,CUST000417,PRD002,active,2022-01-26,2977.69,CAD
ACCT0000831,CUST000418,PRD004,active,2025-12-31,10305.63,CAD
ACCT0000832,CUST000418,PRD001,active,2024-08-16,-4983.15,CAD
ACCT0000833,CUST000418,PRD002,active,2022-01-22,-6051.76,CAD
ACCT0000834,CUST000419,PRD002,active,2026-03-08,-3097.47,CAD
ACCT0000835,CUST000420,PRD004,active,2023-03-03,6066.44,CAD
ACCT0000836,CUST000420,PRD007,closed,2022-11-06,9427.68,CAD
ACCT0000837,CUST000421,PRD003,closed,2023-06-23,25881.26,CAD
ACCT0000838,CUST000421,PRD001,active,2024-01-15,-5979.43,CAD
ACCT0000839,CUST000421,PRD006,active,2022-07-28,18804.03,CAD
ACCT0000840,CUST000422,PRD002,active,2022-03-23,3825.14,CAD
ACCT0000841,CUST000422,PRD003,active,2024-06-17,5881.7,CAD
ACCT0000842,CUST000422,PRD006,dormant,2024-10-27,14935.24,CAD
ACCT0000843,CUST000423,PRD004,active,2022-06-18,7534.03,CAD
ACCT0000844,CUST000423,PRD006,active,2022-10-12,11280.12,CAD
ACCT0000845,CUST000424,PRD006,active,2022-12-03,8580.65,CAD
ACCT0000846,CUST000424,PRD003,active,2022-06-24,12655.64,CAD
ACCT0000847,CUST000425,PRD006,active,2024-02-14,10114.61,CAD
ACCT0000848,CUST000425,PRD003,active,2024-09-12,37191.25,CAD
ACCT0000849,CUST000425,PRD002,active,2023-05-18,-1471.75,CAD
ACCT0000850,CUST000426,PRD001,active,2025-09-06,-137.46,CAD
ACCT0000851,CUST000426,PRD006,active,2023-05-11,1289.26,CAD
ACCT0000852,CUST000427,PRD001,active,2024-08-21,-443.46,CAD
ACCT0000853,CUST000428,PRD007,active,2026-04-05,1467.34,CAD
ACCT0000854,CUST000428,PRD005,active,2021-12-03,21362.71,CAD
ACCT0000855,CUST000428,PRD006,active,2024-12-09,24256.3,CAD
ACCT0000856,CUST000429,PRD007,closed,2024-01-08,634.33,CAD
ACCT0000857,CUST000429,PRD003,active,2025-10-08,3904.44,CAD
ACCT0000858,CUST000429,PRD006,active,2021-09-02,12392.69,CAD
ACCT0000859,CUST000430,PRD004,active,2025-09-11,402.79,CAD
ACCT0000860,CUST000430,PRD006,closed,2022-09-27,14411.65,CAD
ACCT0000861,CUST000431,PRD005,active,2022-04-04,9036.54,CAD
ACCT0000862,CUST000431,PRD004,closed,2024-06-27,12446.8,CAD
ACCT0000863,CUST000432,PRD005,active,2023-03-21,25843.82,CAD
ACCT0000864,CUST000432,PRD006,active,2022-11-14,28948.47,CAD
ACCT0000865,CUST000432,PRD002,active,2021-08-27,-1159.86,CAD
ACCT0000866,CUST000433,PRD003,active,2022-08-26,1653.73,CAD
ACCT0000867,CUST000433,PRD001,active,2022-05-19,10073.32,CAD
ACCT0000868,CUST000434,PRD002,active,2023-06-23,10680.71,CAD
ACCT0000869,CUST000435,PRD003,active,2023-02-15,14731.8,CAD
ACCT0000870,CUST000436,PRD001,active,2025-11-03,31627.56,CAD
ACCT0000871,CUST000436,PRD007,active,2024-01-02,4288.16,CAD
ACCT0000872,CUST000436,PRD006,active,2025-12-06,3478.72,CAD
ACCT0000873,CUST000437,PRD007,active,2023-09-20,10741.49,CAD
ACCT0000874,CUST000437,PRD003,active,2025-12-14,2636.63,CAD
ACCT0000875,CUST000438,PRD001,active,2023-04-04,6085.91,CAD
ACCT0000876,CUST000438,PRD004,dormant,2024-03-05,28931.97,CAD
ACCT0000877,CUST000439,PRD004,closed,2024-01-06,29.86,CAD
ACCT0000878,CUST000439,PRD002,dormant,2022-07-11,9297.35,CAD
ACCT0000879,CUST000440,PRD003,active,2021-10-08,6294.71,CAD
ACCT0000880,CUST000440,PRD007,active,2023-07-22,21354.92,CAD
ACCT0000881,CUST000441,PRD005,active,2022-06-10,38086.66,CAD
ACCT0000882,CUST000441,PRD001,active,2023-06-04,-135.86,CAD
ACCT0000883,CUST000442,PRD006,active,2026-03-17,382.01,CAD
ACCT0000884,CUST000443,PRD003,active,2025-09-21,19552.01,CAD
ACCT0000885,CUST000443,PRD001,active,2024-02-06,15023.64,CAD
ACCT0000886,CUST000443,PRD006,active,2024-04-26,29583.84,CAD
ACCT0000887,CUST000443,PRD002,active,2026-03-01,13799.1,CAD
ACCT0000888,CUST000444,PRD002,active,2024-04-16,2008.85,CAD
ACCT0000889,CUST000445,PRD003,active,2025-08-03,13883.19,CAD
ACCT0000890,CUST000445,PRD001,active,2023-01-31,20358.79,CAD
ACCT0000891,CUST000446,PRD006,active,2024-10-19,16756.03,CAD
ACCT0000892,CUST000446,PRD004,active,2021-10-18,12840.93,CAD
ACCT0000893,CUST000446,PRD007,active,2026-05-18,19833.43,CAD
ACCT0000894,CUST000446,PRD005,active,2024-06-07,21116.19,CAD
ACCT0000895,CUST000447,PRD001,active,2023-03-06,23776.99,CAD
ACCT0000896,CUST000448,PRD002,active,2022-01-03,14608.87,CAD
ACCT0000897,CUST000448,PRD007,active,2021-09-17,4411.02,CAD
ACCT0000898,CUST000449,PRD002,active,2025-08-12,8333.92,CAD
ACCT0000899,CUST000449,PRD006,active,2023-10-22,21581.36,CAD
ACCT0000900,CUST000450,PRD001,active,2021-07-13,-3711.7,CAD
ACCT0000901,CUST000450,PRD006,active,2025-11-21,11108.42,CAD
ACCT0000902,CUST000451,PRD006,active,2024-03-20,1583.26,CAD
ACCT0000903,CUST000451,PRD001,active,2024-03-04,6859.31,CAD
ACCT0000904,CUST000452,PRD002,active,2023-11-27,22480.65,CAD
ACCT0000905,CUST000453,PRD004,active,2025-06-17,8888.74,CAD
ACCT0000906,CUST000453,PRD001,active,2023-03-08,7080.46,CAD
ACCT0000907,CUST000454,PRD004,active,2023-03-30,10498.2,CAD
ACCT0000908,CUST000454,PRD006,active,2022-10-12,15828.17,CAD
ACCT0000909,CUST000454,PRD005,closed,2025-04-23,14568.55,CAD
ACCT0000910,CUST000455,PRD002,closed,2026-02-03,33540.68,CAD
ACCT0000911,CUST000455,PRD003,active,2023-06-19,2652.77,CAD
ACCT0000912,CUST000456,PRD007,active,2026-04-14,9239.38,CAD
ACCT0000913,CUST000456,PRD003,active,2023-05-29,9617.3,CAD
ACCT0000914,CUST000457,PRD003,active,2025-03-27,26218.17,CAD
ACCT0000915,CUST000458,PRD006,active,2023-02-21,5308.81,CAD
ACCT0000916,CUST000458,PRD003,active,2021-11-12,9987.77,CAD
ACCT0000917,CUST000459,PRD002,active,2026-02-19,14098.71,CAD
ACCT0000918,CUST000460,PRD005,active,2023-12-09,8832.61,CAD
ACCT0000919,CUST000460,PRD004,active,2026-04-03,919.58,CAD
ACCT0000920,CUST000460,PRD006,active,2024-08-11,8926.12,CAD
ACCT0000921,CUST000460,PRD002,active,2025-11-17,19920.4,CAD
ACCT0000922,CUST000461,PRD006,active,2024-10-15,6331.44,CAD
ACCT0000923,CUST000462,PRD007,active,2025-07-11,8162.12,CAD
ACCT0000924,CUST000463,PRD005,active,2026-01-22,2251.51,CAD
ACCT0000925,CUST000463,PRD004,active,2024-07-25,21438.08,CAD
ACCT0000926,CUST000464,PRD003,active,2024-03-15,12539.84,CAD
ACCT0000927,CUST000464,PRD001,active,2025-08-04,-486.52,CAD
ACCT0000928,CUST000465,PRD007,dormant,2021-09-30,11215.15,CAD
ACCT0000929,CUST000466,PRD007,active,2022-03-04,26069.05,CAD
ACCT0000930,CUST000467,PRD004,active,2022-03-04,5678.12,CAD
ACCT0000931,CUST000468,PRD007,active,2026-01-18,439.99,CAD
ACCT0000932,CUST000468,PRD004,active,2023-04-16,30014.46,CAD
ACCT0000933,CUST000468,PRD003,active,2023-09-04,11600.17,CAD
ACCT0000934,CUST000468,PRD005,active,2022-11-02,20985.07,CAD
ACCT0000935,CUST000469,PRD001,closed,2023-04-14,12000.18,CAD
ACCT0000936,CUST000469,PRD007,active,2022-08-09,224.32,CAD
ACCT0000937,CUST000469,PRD005,active,2022-02-10,6265.41,CAD
ACCT0000938,CUST000470,PRD005,active,2023-03-16,15354.46,CAD
ACCT0000939,CUST000470,PRD002,active,2025-12-02,9547.51,CAD
ACCT0000940,CUST000470,PRD006,active,2023-08-02,550.98,CAD
ACCT0000941,CUST000471,PRD003,closed,2023-05-12,9503.8,CAD
ACCT0000942,CUST000471,PRD004,active,2022-01-02,17405.72,CAD
ACCT0000943,CUST000471,PRD005,closed,2024-01-06,14627.51,CAD
ACCT0000944,CUST000471,PRD001,active,2023-04-12,5260.3,CAD
ACCT0000945,CUST000472,PRD004,active,2021-09-27,29582.96,CAD
ACCT0000946,CUST000473,PRD005,active,2026-05-21,6876.06,CAD
ACCT0000947,CUST000473,PRD006,active,2023-09-08,12569.06,CAD
ACCT0000948,CUST000474,PRD004,closed,2024-04-04,2148.85,CAD
ACCT0000949,CUST000475,PRD003,active,2023-02-09,5930.17,CAD
ACCT0000950,CUST000475,PRD004,active,2024-10-23,9541.74,CAD
ACCT0000951,CUST000475,PRD007,active,2022-03-31,3484.55,CAD
ACCT0000952,CUST000476,PRD007,active,2024-03-04,10900.69,CAD
ACCT0000953,CUST000477,PRD006,closed,2023-04-09,9144.24,CAD
ACCT0000954,CUST000477,PRD002,active,2023-12-20,24547.06,CAD
ACCT0000955,CUST000477,PRD004,closed,2023-07-24,5473.11,CAD
ACCT0000956,CUST000478,PRD001,active,2024-06-20,20466.2,CAD
ACCT0000957,CUST000479,PRD007,active,2023-11-07,10784.07,CAD
ACCT0000958,CUST000479,PRD003,closed,2022-09-04,12209.42,CAD
ACCT0000959,CUST000479,PRD005,active,2024-06-22,13622.09,CAD
ACCT0000960,CUST000479,PRD004,active,2023-01-11,12096.36,CAD
ACCT0000961,CUST000480,PRD005,dormant,2022-10-07,14534.03,CAD
ACCT0000962,CUST000480,PRD006,active,2022-12-23,23114.41,CAD
ACCT0000963,CUST000480,PRD003,active,2026-05-03,8956.51,CAD
ACCT0000964,CUST000481,PRD007,active,2022-06-26,15362.55,CAD
ACCT0000965,CUST000481,PRD003,active,2022-02-11,5378.3,CAD
ACCT0000966,CUST000482,PRD006,active,2022-10-01,24501.47,CAD
ACCT0000967,CUST000483,PRD004,active,2021-09-21,1954.9,CAD
ACCT0000968,CUST000483,PRD006,active,2023-11-23,29011.76,CAD
ACCT0000969,CUST000484,PRD003,active,2024-04-12,5998.03,CAD
ACCT0000970,CUST000484,PRD007,active,2024-05-19,11384.69,CAD
ACCT0000971,CUST000485,PRD004,closed,2022-06-25,8101.31,CAD
ACCT0000972,CUST000485,PRD005,active,2025-09-09,2013.15,CAD
ACCT0000973,CUST000485,PRD007,active,2025-04-22,17008.04,CAD
ACCT0000974,CUST000486,PRD006,active,2022-02-19,1657.8,CAD
ACCT0000975,CUST000487,PRD005,active,2025-04-25,922.71,CAD
ACCT0000976,CUST000487,PRD006,active,2022-12-13,17119.26,CAD
ACCT0000977,CUST000487,PRD003,active,2021-11-09,846.17,CAD
ACCT0000978,CUST000488,PRD001,active,2024-05-09,-23798.49,CAD
ACCT0000979,CUST000489,PRD002,active,2022-06-05,-13298.79,CAD
ACCT0000980,CUST000489,PRD007,active,2026-05-08,16005.18,CAD
ACCT0000981,CUST000490,PRD007,dormant,2025-10-07,16322.5,CAD
ACCT0000982,CUST000490,PRD005,active,2023-03-14,11818.22,CAD
ACCT0000983,CUST000490,PRD006,active,2025-06-07,5587.2,CAD
ACCT0000984,CUST000491,PRD001,active,2022-08-15,5903.61,CAD
ACCT0000985,CUST000491,PRD002,active,2023-03-22,6454.97,CAD
ACCT0000986,CUST000492,PRD007,active,2026-01-09,7979.56,CAD
ACCT0000987,CUST000492,PRD005,active,2023-03-12,25292.48,CAD
ACCT0000988,CUST000493,PRD006,active,2022-01-01,17467.03,CAD
ACCT0000989,CUST000493,PRD003,active,2021-08-20,3737.95,CAD
ACCT0000990,CUST000493,PRD002,active,2022-07-03,6836.07,CAD
ACCT0000991,CUST000494,PRD001,dormant,2023-04-01,9104.79,CAD
ACCT0000992,CUST000494,PRD002,dormant,2026-05-18,-19021.69,CAD
ACCT0000993,CUST000495,PRD004,active,2022-09-29,3410.28,CAD
ACCT0000994,CUST000495,PRD005,active,2024-07-30,2024.8,CAD
ACCT0000995,CUST000496,PRD005,active,2025-09-15,6020.25,CAD
ACCT0000996,CUST000496,PRD006,active,2023-10-10,2986.25,CAD
ACCT0000997,CUST000496,PRD001,active,2023-06-28,28971.08,CAD
ACCT0000998,CUST000496,PRD003,active,2022-05-06,14510.54,CAD
ACCT0000999,CUST000497,PRD005,active,2023-05-28,639.74,CAD
ACCT0001000,CUST000498,PRD001,active,2024-07-06,13657.28,CAD
ACCT0001001,CUST000499,PRD004,active,2022-04-03,23991.94,CAD
ACCT0001002,CUST000499,PRD003,active,2022-07-10,18057.92,CAD
ACCT0001003,CUST000500,PRD002,active,2025-04-14,7245.38,CAD
ACCT0001004,CUST000501,PRD001,active,2022-11-19,-1586.71,CAD
ACCT0001005,CUST000502,PRD007,active,2026-04-03,15227.79,CAD
ACCT0001006,CUST000502,PRD004,dormant,2022-11-17,11418.57,CAD
ACCT0001007,CUST000503,PRD001,active,2025-10-14,17689.92,CAD
ACCT0001008,CUST000503,PRD004,active,2024-06-24,14439.65,CAD
ACCT0001009,CUST000503,PRD006,active,2021-10-13,19619.41,CAD
ACCT0001010,CUST000504,PRD007,active,2025-12-24,190.44,CAD
ACCT0001011,CUST000504,PRD004,active,2022-12-01,22967.43,CAD
ACCT0001012,CUST000504,PRD002,active,2025-11-08,8970.0,CAD
ACCT0001013,CUST000505,PRD004,dormant,2026-01-18,32440.76,CAD
ACCT0001014,CUST000505,PRD003,active,2024-04-10,2114.85,CAD
ACCT0001015,CUST000506,PRD007,active,2022-01-01,28199.55,CAD
ACCT0001016,CUST000506,PRD005,active,2021-11-21,8973.88,CAD
ACCT0001017,CUST000506,PRD002,active,2024-09-12,-1642.73,CAD
ACCT0001018,CUST000507,PRD004,active,2022-08-04,451.43,CAD
ACCT0001019,CUST000507,PRD005,active,2026-02-05,2495.66,CAD
ACCT0001020,CUST000508,PRD004,active,2022-12-05,11802.07,CAD
ACCT0001021,CUST000508,PRD003,dormant,2025-01-30,13035.44,CAD
ACCT0001022,CUST000509,PRD001,active,2026-05-01,-671.25,CAD
ACCT0001023,CUST000509,PRD002,active,2023-10-15,6195.57,CAD
ACCT0001024,CUST000509,PRD007,active,2022-11-29,33278.38,CAD
ACCT0001025,CUST000510,PRD004,active,2022-08-08,28094.29,CAD
ACCT0001026,CUST000511,PRD004,active,2023-02-04,11954.05,CAD
ACCT0001027,CUST000511,PRD005,active,2025-10-24,6975.04,CAD
ACCT0001028,CUST000512,PRD002,active,2021-12-18,8000.39,CAD
ACCT0001029,CUST000512,PRD001,active,2023-03-06,14168.97,CAD
ACCT0001030,CUST000513,PRD002,active,2024-01-11,-6284.91,CAD
ACCT0001031,CUST000513,PRD006,active,2022-11-28,3282.79,CAD
ACCT0001032,CUST000514,PRD007,active,2026-02-21,14357.3,CAD
ACCT0001033,CUST000515,PRD006,closed,2023-07-07,11490.29,CAD
ACCT0001034,CUST000516,PRD004,dormant,2023-02-12,14589.95,CAD
ACCT0001035,CUST000516,PRD006,active,2022-01-15,460.17,CAD
ACCT0001036,CUST000516,PRD002,active,2023-10-04,26174.83,CAD
ACCT0001037,CUST000517,PRD006,active,2026-05-06,8822.07,CAD
ACCT0001038,CUST000518,PRD004,active,2026-01-25,11804.69,CAD
ACCT0001039,CUST000518,PRD007,active,2021-10-18,9305.65,CAD
ACCT0001040,CUST000519,PRD001,active,2024-06-17,19588.73,CAD
ACCT0001041,CUST000519,PRD004,active,2025-04-07,27549.1,CAD
ACCT0001042,CUST000519,PRD007,active,2025-04-05,763.95,CAD
ACCT0001043,CUST000520,PRD007,active,2023-09-21,19983.51,CAD
ACCT0001044,CUST000521,PRD001,active,2022-07-04,6018.64,CAD
ACCT0001045,CUST000521,PRD002,active,2023-02-23,4342.16,CAD
ACCT0001046,CUST000521,PRD003,active,2024-07-04,17545.75,CAD
ACCT0001047,CUST000521,PRD005,active,2024-01-16,14654.04,CAD
ACCT0001048,CUST000522,PRD002,dormant,2021-12-18,-13204.9,CAD
ACCT0001049,CUST000523,PRD006,active,2026-05-15,24956.75,CAD
ACCT0001050,CUST000523,PRD005,active,2022-07-03,23751.14,CAD
ACCT0001051,CUST000524,PRD005,active,2023-09-11,1319.53,CAD
ACCT0001052,CUST000524,PRD004,active,2021-10-27,11447.54,CAD
ACCT0001053,CUST000525,PRD003,active,2024-02-23,12675.38,CAD
ACCT0001054,CUST000525,PRD001,active,2026-05-09,9758.42,CAD
ACCT0001055,CUST000526,PRD002,active,2023-04-12,-378.81,CAD
ACCT0001056,CUST000527,PRD004,active,2022-11-07,1895.29,CAD
ACCT0001057,CUST000528,PRD003,active,2026-03-23,6180.57,CAD
ACCT0001058,CUST000528,PRD001,active,2024-10-18,21159.11,CAD
ACCT0001059,CUST000528,PRD002,active,2024-12-02,13295.0,CAD
ACCT0001060,CUST000529,PRD005,active,2025-01-04,1867.32,CAD
ACCT0001061,CUST000530,PRD005,dormant,2024-12-02,16146.23,CAD
ACCT0001062,CUST000531,PRD003,active,2025-08-14,29106.78,CAD
ACCT0001063,CUST000532,PRD004,dormant,2024-06-28,20859.57,CAD
ACCT0001064,CUST000532,PRD006,active,2024-09-05,15246.42,CAD
ACCT0001065,CUST000532,PRD003,active,2024-04-25,1969.49,CAD
ACCT0001066,CUST000533,PRD005,closed,2023-06-08,7495.87,CAD
ACCT0001067,CUST000533,PRD006,dormant,2022-11-23,9683.52,CAD
ACCT0001068,CUST000534,PRD001,active,2025-09-22,21010.33,CAD
ACCT0001069,CUST000534,PRD003,active,2025-08-28,653.73,CAD
ACCT0001070,CUST000534,PRD002,active,2025-04-25,10831.3,CAD
ACCT0001071,CUST000535,PRD001,active,2023-01-11,5913.49,CAD
ACCT0001072,CUST000535,PRD002,active,2022-10-28,12463.01,CAD
ACCT0001073,CUST000536,PRD005,active,2023-02-05,7460.27,CAD
ACCT0001074,CUST000537,PRD003,active,2025-07-22,9537.4,CAD
ACCT0001075,CUST000537,PRD005,active,2026-02-02,18953.34,CAD
ACCT0001076,CUST000538,PRD004,active,2021-08-13,328.04,CAD
ACCT0001077,CUST000539,PRD002,active,2025-03-20,-12957.27,CAD
ACCT0001078,CUST000539,PRD004,active,2021-12-28,1148.56,CAD
ACCT0001079,CUST000540,PRD001,active,2025-06-14,25259.5,CAD
ACCT0001080,CUST000540,PRD005,dormant,2022-03-06,17127.77,CAD
ACCT0001081,CUST000541,PRD005,active,2023-08-05,2141.85,CAD
ACCT0001082,CUST000541,PRD003,active,2025-05-21,2134.28,CAD
ACCT0001083,CUST000541,PRD004,active,2024-04-17,2479.56,CAD
ACCT0001084,CUST000542,PRD005,active,2023-09-25,32459.35,CAD
ACCT0001085,CUST000542,PRD004,active,2024-02-21,11274.19,CAD
ACCT0001086,CUST000543,PRD001,active,2026-03-09,11875.52,CAD
ACCT0001087,CUST000543,PRD003,active,2025-04-02,19378.54,CAD
ACCT0001088,CUST000543,PRD005,active,2025-01-27,9484.86,CAD
ACCT0001089,CUST000544,PRD001,active,2024-04-10,3261.97,CAD
ACCT0001090,CUST000545,PRD006,active,2024-12-17,4045.63,CAD
ACCT0001091,CUST000545,PRD003,active,2025-08-20,5604.98,CAD
ACCT0001092,CUST000545,PRD002,active,2024-09-25,6034.72,CAD
ACCT0001093,CUST000545,PRD007,active,2024-06-01,15595.37,CAD
ACCT0001094,CUST000546,PRD007,active,2022-11-27,7149.32,CAD
ACCT0001095,CUST000547,PRD003,active,2024-02-05,15658.0,CAD
ACCT0001096,CUST000547,PRD005,active,2023-08-08,5491.04,CAD
ACCT0001097,CUST000548,PRD004,active,2023-11-30,7482.94,CAD
ACCT0001098,CUST000548,PRD006,active,2022-10-09,18477.51,CAD
ACCT0001099,CUST000549,PRD001,active,2021-08-31,17954.1,CAD
ACCT0001100,CUST000549,PRD002,active,2023-04-29,10831.11,CAD
ACCT0001101,CUST000549,PRD006,active,2021-12-25,18975.13,CAD
ACCT0001102,CUST000550,PRD006,active,2025-12-27,29703.19,CAD
ACCT0001103,CUST000551,PRD001,active,2025-04-15,32604.68,CAD
ACCT0001104,CUST000551,PRD005,active,2024-12-26,4755.13,CAD
ACCT0001105,CUST000552,PRD003,active,2021-08-25,20352.29,CAD
ACCT0001106,CUST000552,PRD005,active,2022-06-07,6498.82,CAD
ACCT0001107,CUST000552,PRD004,closed,2025-08-13,14159.67,CAD
ACCT0001108,CUST000553,PRD002,dormant,2023-05-06,-6667.69,CAD
ACCT0001109,CUST000553,PRD005,active,2026-05-05,1297.11,CAD
ACCT0001110,CUST000553,PRD004,active,2024-10-22,30425.39,CAD
ACCT0001111,CUST000554,PRD007,active,2024-02-12,4116.47,CAD
ACCT0001112,CUST000554,PRD002,active,2022-02-21,9217.91,CAD
ACCT0001113,CUST000554,PRD004,active,2023-09-29,17375.85,CAD
ACCT0001114,CUST000555,PRD004,dormant,2025-07-21,12696.02,CAD
ACCT0001115,CUST000555,PRD002,active,2025-02-10,8380.24,CAD
ACCT0001116,CUST000555,PRD003,active,2022-03-10,11062.01,CAD
ACCT0001117,CUST000555,PRD006,active,2025-01-29,36542.69,CAD
ACCT0001118,CUST000556,PRD004,active,2023-10-06,5779.77,CAD
ACCT0001119,CUST000556,PRD002,active,2023-10-21,9013.74,CAD
ACCT0001120,CUST000556,PRD006,active,2025-11-28,19633.18,CAD
ACCT0001121,CUST000557,PRD002,active,2022-06-23,20319.07,CAD
ACCT0001122,CUST000558,PRD001,active,2023-04-05,21337.88,CAD
ACCT0001123,CUST000558,PRD004,active,2025-08-11,14484.13,CAD
ACCT0001124,CUST000559,PRD003,active,2022-04-02,7787.56,CAD
